candidate_id,annotator_id,elliptical_type,candidate_text,span,sentence_quality,acquisition_method
aug_prop_8579,3,Subject Drop,"dokuz erkeği içki yarışında yaya bırakmış , sarhoş etmiştim .",[],True,augmentation
aug_prop_7386,3,No Ellipsis,Nazli benim yiğenimdi .,[],True,augmentation
sluice_3996,3,Fragment,"Eğer öyleyse, ne dereceye kadar?",[],True,gold
sim_v0_13967,3,Genitive Drop,"Geçmişte kalmış, karşılıklı zaman ayıramamaktan solup gitmiş dostluklarını hatırladı.",[],True,raw
seed_2024,1,Ki Expression,Onunki daha özgün bir bakış açısı.,[],True,gold
aug_prop_15111,5,Gapping,Murat hayvan mı alsa omnivor mu bilemedi .,['alsa'],True,augmentation
aug_prop_8931,1,Genitive Drop,"Uğuray kese kaygısıyla , gâh kâse ümidiyle gidiyor ömrümüz ; her solukta keseden eksilmede .",,,augmentation
aug_prop_19092,1,Object Drop,Fatma selcen kumandaya uzandı ama yakalayamadı .,,,augmentation
aug_prop_10573,5,Subject Drop,Mustafa Daireme gittim ve silahımı aldım .,[],True,augmentation
aug_prop_1156,5,Genitive Drop,Aksi halde itibarları zedelenecek ve itibarları kaybolacaktır.,[],True,augmentation
aug_prop_1223,3,Genitive Drop,Birinci Konuşmacı kaşlarını çattı,['Birinci Konuşmacı'],True,augmentation
smp_0_5003,3,Genitive Drop,Vasiyet konusunda yalnızca bana güveniyor ve yaşamı ile ilgili yalnızca Pisciotta’ya.,[],True,raw
aug_prop_5507,5,Genitive Drop,Rukiye başıyla onayladı .,['Rukiye'],True,augmentation
aug_prop_14468,1,Genitive Drop,"Tanrı Didem dir sırrım , Dilşah dir niyazım , odur namazda kıblem , odur abdestimin nuru .",,,augmentation
aug_prop_25447,4,No Ellipsis,""" Adım Ayşegül Fitzgerald."" Kapıyı açıyorum ve sekreterime bağırarak sesleniyorum .",[],True,augmentation
aug_prop_21484,5,Genitive Drop,"Mustafa şeffaf kubbeyi açtı , emniyet kemerini çıkardı .",['Mustafa'],True,augmentation
aug_prop_14956,6,Argument Drop,Göstere göstere Oğuzhan karnına nişan aldı .,[],True,augmentation
aug_prop_25238,1,Gapping,Kâğıdın üstünde dört isim yazılı ydı ; en üstte Şeyda Sevda ismi .,,,augmentation
aug_prop_4919,5,No Ellipsis,nesneler de gölgeler gibi. Gölgelerin hacmi var gibiydi ve nesneler gölge gibiydi.,[],True,augmentation
sim_v0_25060,5,Subject Drop,Dünyanın en güzel toprakları üstündeydi.,[],True,raw
aug_prop_3870,5,Object Drop,Kız kırmızı elbiseyi çok beğenmiş ama ablası beğenmemiş.,['kırmızı elbiseyi'],True,augmentation
sim_v0_4927,1,Object Drop,"Kimse hatırlayamıyor, fakat oyunu sürdürüyor.",,,raw
aug_prop_25017,5,Genitive Drop,Aziz yeniden homurdandı ve gözleri aralandı .,['Aziz'],True,augmentation
seed_1669,1,NP Drop,Montlu adam askılı giyinene şaşkın gözlerle baktı.,[],True,gold
aug_prop_16503,3,Genitive Drop,"Isınmak için , yıla bölündüğünde günde altı meteliği aşmayan kömür yakıyordum .",[],True,augmentation
immeoe_0_1438,6,Stripping,"On sekizinde ilk çocuğunu doğurmuş, yirmi birinde ikincisini.","['doğurmuş,']",True,raw
krmvl_0_3479,1,Ki Expression,"""Buradaki daha fazla kokar, aynı zamanda Afrika'dakinden daha dayanıklıdır.",,,raw
aug_prop_10802,3,Genitive Drop,Selin miskin miskin kollarını açtı .,['Selin'],True,augmentation
aug_prop_9334,1,Gapping,"Profesör , Serkan doğru koştu , ben de peşinden .",,,augmentation
aug_prop_13185,1,Object Drop,"Gökhan gemi adamları Neslihan Binnur değerini bilememişlerdi , ama politikacılar bildi .",,,augmentation
aug_prop_24533,1,Pronominal Strategy,"Eyüp beni onaylamayabilir , ancak Emre öyle değil .",,,augmentation
aug_prop_18625,3,Genitive Drop,Emrah eli titreyerek kumaşı aldı .,['Emrah'],True,augmentation
aug_prop_15661,3,Genitive Drop,Gözde kaşlarını çattı ve yere baktı .,['Gözde'],True,augmentation
aug_prop_1066,5,Subject Drop,Küçük bir kahkaha attı ve tekrar sustu.,[],True,augmentation
sim_v0_4075,3,Subject Drop,Sözcüklerim dikkat çekti ve onay aldı.,['Sözcüklerim'],True,raw
aug_prop_5342,6,No Ellipsis,"Tolga can oyları , ” diye başladı öteki adam tiz bir sesle , ama hiç kimse dinlemiyordu .",[],True,augmentation
aug_prop_22927,3,Subject Drop,Mehmet ziya kollarını indirdi ve göğsünde kavuşturdu .,['Mehmet ziya'],True,augmentation
mimnh_0_1311,1,Genitive Drop,"Sineması, tiyatorası, baloya bile gittim, böyle başörtümle, Diyarbakır'da.",[],True,raw
aug_prop_22266,1,Genitive Drop,Vücudumuzun bütün cüzleri şu daracık mezarda öyle bir ölmüş ki ; nerde aşk Hatice ?,,,augmentation
aug_prop_14726,5,Genitive Drop,Saat altı giyinmem ve makyajım tamamlanmıştı .,[],True,augmentation
aug_prop_4655,5,Genitive Drop,Eski kahverengi ayakkabılarını buruşturdu; ödedi ve gitti.,[],True,augmentation
seed_1254,1,Subject Drop,"Hiç stres yapma, halledeceğiz.",,,gold
aug_prop_5268,5,Genitive Drop,Aşk bildiğimiz gibi olsun.,[],True,augmentation
sluice_1183,3,Genitive Drop,Nedenini görmek için uzun süre beklemek zorunda değildim.,[],True,gold
seed_1704,1,NP Drop,Tatilde olanları görmezden geleceğim.,[],True,gold
sim_v0_23610,3,Genitive Drop,Sör Kevan tekrar kaşlarını çattı.,['Sör Kevan'],True,raw
sluice_833,5,Genitive Drop,"Rogers anlaşmayı bir trendin parçası olarak nitelendirdi: “Gördüğünüz şey, bazı şirketlerin 1980'lerde askeri savunma elektroniği işinde olmaları gerektiğine karar verdikleri, ancak anlamadıkları bir elden çıkarma turu. Niye . ''",[],True,gold
aug_prop_19359,1,Genitive Drop,Zühal İbrahim diyaloglara sokup başka önem li bir temayı karşımıza çıkartır : Edebiyat sanatını .,,,augmentation
vkkia_0_1839,1,Subject Drop,Matematikçi omzunu silkti ama faka da basmadı.,,,raw
bbcbb_0_1489,1,Subject Drop,"Tam şimdi kısa süreli ilişkilerinden birini hatırlıyorum, şu diş hekimini.",,,raw
sim_v0_21718,3,Subject Drop,"Neden sürgünü seçmiş, nereye gitmişti?",[],True,raw
aug_prop_16521,1,Genitive Drop,"üç kere daha yüzü bembeyaz kesildi , öyle ki bayılacağını sandım .",,,augmentation
aug_prop_1264,6,Subject Drop,Başrahip ölüm oyuncağını işaret etti ve düğmeye bastı.,['Başrahip'],True,augmentation
sim_v0_8240,3,Genitive Drop,Zaev biraz onu elinde evirip çevirdi ve çarkı usulca döndürdü.,['Zaev'],True,raw
sluice_4188,3,Fragment,Ne tür bir kaza?,[],True,gold
aug_prop_18771,6,Genitive Drop,Serhat burkay birden durgunlaştı ve gözleri buğulandı .,['Serhat burkay'],True,augmentation
tc#2pide_0_1164,1,Subject Drop,“Geri kalanınızı bilmem ama ben emirlere uyup yatağa gireceğim.,,,raw
sim_v0_7168,5,Subject Drop,"Odamdan alevlerin ilerleyişini gözleyebiliyor, çığlıkları duyabiliyordum.",[],True,raw
aug_prop_12366,5,Genitive Drop,Nurdan eşinin çenesini kaldırdı ve onu öptü .,['Nurdan'],True,augmentation
seed_2558,1,Fragment,Nermin'in teyzesine.,[],True,gold
sluice_105,3,Genitive Drop,Bazen nedenini anlamak zor. '',[],True,gold
seed_767,3,NP Drop,"Vedat Milor bu restoranı çok beğenmiş, hatta şunu da.",['restoranı'],True,gold
sim_v0_4295,1,Genitive Drop,"Adamları kılıçtan geçirilir, gemisi batırılır.",,,raw
aug_prop_10424,1,Object Drop,Hayri bu teklifi önce reddetti ; ama sonunda kabul etmek zorunda kaldı ; bu da kendi yararına oldu .,,,augmentation
aug_prop_16868,3,Subject Drop,Kulakları için stüdyosunun yanında ki çöplükte bulduğu yedi sürahi sapını kullandı .,[],True,augmentation
sim_v0_3328,1,Genitive Drop,Tankın demir gövdesine çarptı ve yaprakları döküldü.,,,raw
aug_prop_20807,5,Genitive Drop,Bahri ol - mak için başvuruda bulunduğumda şansımın az olduğunu biliyordum .,[],True,augmentation
aug_prop_8828,3,Argument Drop,Arkadaşı Harun bir MMS yollamıştı .,[],True,augmentation
aug_prop_23697,3,Genitive Drop,"Sevinç Evren , gözlerini kapattı .",['Sevinç Evren'],True,augmentation
sim_v0_24166,3,Genitive Drop,"Nemeçek, gözlerini şaşkınlıkla açarak sordu","['Nemeçek,']",True,raw
aug_prop_19225,5,Genitive Drop,Ahmet işim bitsin .,[],True,augmentation
sluice_1863,3,Genitive Drop,"Ancak Diaz de la Portilla, programın uyuşturucu kullanımını caydıracağına inanıyor, çünkü öğrenciler test edilmeyi reddederlerse ebeveynlerinin muhtemelen nedenini bilmek isteyeceklerini bilecek.",['öğrenciler'],True,gold
sim_v0_3848,1,Genitive Drop,Kral yalnızca gözlerini kapadı ve tamamen sessizleşti.,,,raw
aug_prop_9373,3,Subject Drop,Büşra çatalını bıraktı ve sesi ayarladı .,['Büşra'],True,augmentation
aug_prop_18561,1,Genitive Drop,Baran ilk korkusunu atlatmıştı .,['Baran'],True,augmentation
dkm_0_48770,5,Stripping,"Yeryüzü de gelişip semirme ilacını senden buldu, gökyüzü de.","['gelişip semirme ilacını senden buldu,']",True,raw
sim_v0_16487,5,Genitive Drop,Tüylerim diken diken oluyor.,[],True,raw
aug_prop_13734,5,Object Drop,Saadet nilay atına bindi ve sevinerek sürdü .,['atına'],True,augmentation
aug_prop_23193,5,Genitive Drop,Kemal gözlerini sildi ve boğazını temizledi .,['Kemal'],True,augmentation
aug_prop_17739,1,Subject Drop,Akin dalı yakaladı ve yanına çekti .,['Akin'],True,augmentation
aug_prop_13461,5,No Ellipsis,dört ki ateşi umursamadan yangın merdivenine çıkarak kırık metalin üstünde ilerledi .,[],True,augmentation
sim_v0_17092,3,Subject Drop,Kapı kapalı olduğu için göremiyoruz.,[],True,raw
aug_prop_3954,3,Subject Drop,Telefonumu evde unuttum ama geri döndüm ve aldım.,[],True,augmentation
aug_prop_16032,4,Subject Drop,Bahadir kitaba baktı ve başını salladı .,['Bahadir'],True,augmentation
aug_prop_8191,1,Object Drop,Normal yayınevleri kitapları kitapçılara gönderir ; oysa Bilgin yalnızca yazarlara gönderiyor .,,,augmentation
ymg_0_13510,4,Genitive Drop,Bazı insanlar bunun gibi şeyleri yapabilirdi ama bazıları da yapamazdı işte.,['insanlar'],True,raw
aug_prop_5051,3,Genitive Drop,Susan kocasına döndü.,['Susan'],True,augmentation
ydg_0_3256,1,Subject Drop,“Bütün hayatımı ahırlarda geçirmiş olduğumu düşünebilirsin ama bir karım vardı ve o tam bir kadındı.,,,raw
aug_prop_24159,5,Subject Drop,“Bütün bu lanet li yıl boyunca Tuba mezuniyet partisini bekledim !,[],True,augmentation
aug_prop_11434,1,Genitive Drop,"15685Bunlar yâni Filiz ehli güya uzağı görürler , fakat ruhları uykuda dır , yâni hakikatten gafildirler .",,,augmentation
sim_v0_813,1,Object Drop,"Kimi bundan kurtulur, kimi kurtulamaz, çöker gider.",,,raw
aug_prop_23470,6,Object Drop,Ferat başıyla onayladı .,[],True,augmentation
aug_prop_3731,1,NP Drop,Enfekte hastaları kanser hastalarıyla aynı servise koymayın.,,,augmentation
aug_prop_19433,3,Genitive Drop,Aytaç incinen beli yüzünden yüzünü buruşturuyordu .,['Aytaç'],True,augmentation
aug_prop_24123,6,Genitive Drop,Parmakları kaskatı kesildi ve Muhammet mustafa düştü .,['Muhammet mustafa'],True,augmentation
seed_2524,1,Fragment,Ezan sesi yüzünden.,[],True,gold
aug_prop_15507,5,Genitive Drop,Keskin duman genzine kaçtı ; Yildiz öksürdü .,[],True,augmentation
seed_1378,1,Object Drop,Yasin dün bir kek yaptı ve okula götürdü.,[],True,gold
mgopr_0_2202,1,Genitive Drop,Düşünce ve duygularımızı istediğimiz anda saklayabiliriz birbirimizden; ve ancak her ikimiz birden istediğimiz taktirde temasa geçiyoruz.,,,raw
sim_v0_7017,6,Subject Drop,— Bu kararı almışlar ve yelken açmışlardı.,[],True,raw
aug_prop_20610,3,Subject Drop,Ömer doktora giderim ama karşı cinse gitmem dedi .,[],True,augmentation
aug_prop_13492,3,Genitive Drop,Muhammed Başpiskoposu bir elini kaldırdı .,['Muhammed Başpiskoposu'],True,augmentation
aug_prop_11173,5,Genitive Drop,Mösyö Zeynep ansızın kafasını kaldırdı .,['Mösyö Zeynep'],True,augmentation
aki_0_12447,6,Object Drop,"Miss Stratmann gözyaşlarımı fark etti, ama bu kez durdurma gereği duymadı belli ki.",['gözyaşlarımı'],True,raw
sim_v0_28430,5,Subject Drop,Hikâyeyi arkadaşım Nadine için yazmıştım.,[],True,raw
aug_prop_22725,1,Genitive Drop,"Ela ne olduğunu anlayama - lığı tuhaf bir sıcaklık kaplıyor ruhunu , bedenim .",,,augmentation
aug_prop_21558,5,Genitive Drop,"Duçem suratı asık , başıyla onayladı .",['Duçem'],True,augmentation
aug_prop_539,3,Argument Drop,"Havai fişek almayın  ben veririm.""",[],True,augmentation
aug_prop_12550,5,Genitive Drop,Çok sevdiğini söylediğin Zeynep gibi meyhanelerde şuna buna gösterip caka satmadım .,[],True,augmentation
sim_v0_20356,6,Genitive Drop,Fakat kocası kızın dengi değildi.,['kızın'],True,raw
sluice_350,3,Subject Drop,`` Ama nasıl olduğunu bilmiyorum ve ağlayamıyorum.,[],True,gold
eoa_1_5524,1,No Ellipsis,"Ben tek bir yalan söylemiştim, ama o da cuk oturmuştu.",[],True,raw
aug_prop_21319,6,Genitive Drop,Arkadaşı Haci murat bir MMS yollamıştı .,[],True,augmentation
dkm_0_18694,1,Genitive Drop,"Senin yüzünden, gözünden mi bahsediyorlar, huyundan husundan mı?",,,raw
sim_v0_23890,3,Genitive Drop,"""Kız kardeşimi vatanımıza götürmek istiyorum.",[],True,raw
sluice_3067,3,Genitive Drop,"Kurbanlar nedenini sorduğunda Bates, “Çünkü daha yaşlıyım ve daha fazla sigortam var” diye yanıtlıyor. ''",[],True,gold
sim_v0_849,1,Subject Drop,Müşterinin yüzünü tırmalamıştı ve adam öfkelenmişti.,,,raw
aug_prop_18172,5,No Ellipsis,Şah Saliha sanem elbette seni seviyor .,[],True,augmentation
seed_2012,1,Ki Expression,Evde çok fazla böcek vardı ve sadece perdedekini yakaladık.,[],True,gold
seed_1773,1,NP Drop,Uzmanlar hastaları koronavirüs konusunda uyardı.,[],True,gold
aug_prop_9910,3,Subject Drop,bir şey kaybetmişti ve bulması gerekiyordu .,[],True,augmentation
aug_prop_7191,3,Genitive Drop,Betül emine ağzını açtı ; ama Çile eliyle kapadı .,['Betül emine'],True,augmentation
sim_v0_17891,3,Genitive Drop,"""Sizin sahte altınlarınıza ihtiyacım yok.",[],True,raw
aug_prop_18808,5,Subject Drop,Mehmet gözlerini kapadı ve sabır diledi .,['Mehmet'],True,augmentation
dkm_0_32547,1,Subject Drop,"Güneş yüzünün görünüşüyle gözü de Tur Dağı’na benzet, gönlü de.",,,raw
aug_prop_3287,5,Genitive Drop,Elini sıkarak avlu kapısından geçip evin yan tarafına gitmeyi düşündü.,[],True,augmentation
sim_v0_4643,5,Subject Drop,"Senin değil, ama onların sorunu.",[],True,raw
aug_prop_18205,1,Object Drop,Elif kumandaya uzandı ama yakalayamadı .,,,augmentation
aug_prop_3952,5,Subject Drop,Pazardan üzüm almış ama yememişler.,[],True,augmentation
seed_468,3,Subject Drop,Tableti açıp verdiler.,[],True,gold
aug_prop_19148,1,NP Drop,Hasan ulaş proje ödevi kötü olmuştu ama Yaşar barbaros fena değildi .,,,augmentation
seed_768,1,Gapping,"Eskiden gökyüzü daha açık maviydi, denizler de.",,,gold
aug_prop_7448,3,Subject Drop,İlknur başıyla onayladı ve fısıldamaya başladı .,['İlknur'],True,augmentation
aug_prop_25195,1,Object Drop,Meryem gelen erkek arayışçılar bunu o kadar hissetmezlerdi ama kadınlar hissederlerdi .,,,augmentation
sim_v0_14666,3,Subject Drop,Almak için öne eğildiğimde bir an için başımı dizlerime koymam gerekti.,[],True,raw
aug_prop_6984,3,Subject Drop,Nevroz yüzünüze bakıyor ve dimdik duruyordu .,['Nevroz'],True,augmentation
sim_v0_19198,5,Genitive Drop,Sesiniz saygıdan yoksun.,[],True,raw
aug_prop_307,5,Genitive Drop,Yüzü Mary Ann'e dönüktü ama ona bakmıyordu.,[],True,augmentation
seed_2302,3,Genitive Drop,Cümlenin yüklemine mi bakacağız yoksa zamirine mi?,['Cümlenin'],True,gold
sim_v0_18586,5,Subject Drop,Böyle durup Doktor’un ölmesine izin vermeyecekti.,[],True,raw
aug_prop_8911,1,Gapping,"Kıyıyı izleyerek Çiğdem geçtik , sonra da Neslihan .",,,augmentation
bakpr_0_3420,1,No Ellipsis,"“Auri?” Sorusunu bitirmesini bekledim, ama galiba hepsi o kadardı.",[],True,raw
sluice_639,5,Subject Drop,`` Her şey sırtınızda birikiyor ve siz farkına bile varmadan doğru şeyi yapmıyorsunuz ve nedenini bilmiyorsunuz . '',['siz'],True,gold
sim_v0_7063,5,Subject Drop,Aşağıdan Kral'ın çığlıklarını duyabiliyorlardı,[],True,raw
aug_prop_222,5,Subject Drop,Kalbim ağzımdaydı ve sesimi bulamıyordum.,[],True,augmentation
togrrm_0_22214,1,Genitive Drop,Bir zamanları Joffrey’nin eline dokunmak Sansa’nın içini titretirdi ama şimdi eti yanıyor gibiydi.,,,raw
aug_prop_19985,5,Subject Drop,Nevzat en büyük korkularımı dünyaya ifşa etmek için bekliyor ama kartı ona vermiyorum .,[],True,augmentation
aug_prop_2734,3,Genitive Drop,Kayadaki bir oyuktan sızan gri bir bulamaç günlük yiyeceğiydi.,[],True,augmentation
sszia_0_5262,1,Genitive Drop,"Neyi yargılıyorlar, kalbimi, ruhumu mu?",[],True,raw
aug_prop_3965,1,Object Drop,Onunla konuştum  arama.,,,augmentation
dapvb_0_5594,1,Genitive Drop,"Arlen, kendi çemberini kurmakta hiç vakit kaybetmedi, ama gözleri sürekli Tek Kol’a kayıyordu.",,,raw
aug_prop_25209,3,No Ellipsis,"İlyas onun gözlerini sildi , İlker hüzünle gülümsedi .",[],True,augmentation
sluice_1050,5,Genitive Drop,"Bir çözüm olmasını diliyor, `` ama bugünlerde bu kadar çok insan işe gidip gelirken nasıl olduğunu anlamıyorum. ''",[],True,gold
aug_prop_10589,3,No Ellipsis,Nefise ba­zı cüm­le­ler mı­rıl­da­nı­yor­du .,[],True,augmentation
aug_prop_286,3,Subject Drop,Kavanozu yere attı ve paramparça oldu.,[],True,augmentation
aug_prop_12677,1,Object Drop,"Volkan  imayı kaçırmıştı belki , ama Bengü kesinlikle anlamıştı .",,,augmentation
idgb_0_566,1,Subject Drop,Ölüm ipi koparıyor: sürekliliği kesen bir eşiğin eksikliği ile ancak sürekliliği kavrayabiliriz.,,,raw
aug_prop_8357,1,Gapping,"Bir Tuğba daha rastlıyorum , ve bir tanesine daha .",,,augmentation
sim_v0_1602,1,Object Drop,"Kralın adamları el koydu.""",,,raw
sluice_460,6,Subject Drop,Franklin neyi icat ettiğini biliyordu ama nedenini bilmiyordu.,['Franklin'],True,gold
sluice_4096,6,Fragment,Hangi yerel firmalar?,[],True,gold
sim_v0_15356,5,Gapping,"Dudakları, aynı anda hem tuzlu hem tatlıydı.",['tatlıydı.'],True,raw
oimb_0_1664,1,Genitive Drop,"Her tarafımı eğip büktü, kollarımı, bacaklarımı ve durmadan tutup salladığı kafamı ve sürekli üzerine bastırdığı boynumu.",[],True,raw
sim_v0_7694,3,Genitive Drop,Esmer çocuğun saçları kısaydı ve yüzü tıraşlıydı.,['Esmer çocuğun'],True,raw
aug_prop_23995,5,Genitive Drop,Resim Tayfun onun kulübesinde kalmamı istemişti .,[],True,augmentation
aug_prop_15202,6,Genitive Drop,"Ayşe gül uzakta kayıklarını gördü , aklı balıklarla doldu .",['Ayşe gül'],True,augmentation
aug_prop_12010,6,Argument Drop,Sonra Mehmet yaklaştı ve vücutları birleşti .,[],True,augmentation
aug_prop_21084,6,Genitive Drop,İbrahim omuzlarını silkti ve konuyu değiştirdi .,['İbrahim'],True,augmentation
sim_v0_18784,3,Gapping,"O bana bakıyordu, ben ona.","['bakıyordu,']",True,raw
sluice_513,4,NP Drop,"Ekim ayında dijital uydu yayınına başlamayı planlayan Avrupa'nın en büyük ücretli televizyon operatörü Fransa'nın Canal Plus, geçtiğimiz günlerde “belirli sayıda” dekoder satın alacağını söyledi, ancak kaç tane olduğunu belirtmedi.",['dekoder'],True,gold
aug_prop_18296,1,Gapping,"beş , kişisel mutluluğa izin verir ; üç , hayır !",,,augmentation
aug_prop_24594,5,Subject Drop,Arzu koltuğun rahat minderine kendisini bırakmış ve derhal gözlerini kapatmıştı .,['Arzu'],True,augmentation
ddm2yras_0_1841,6,Stripping,"Dostlarımı düşündüm, bu dünyadan geçip gitmiş olan Montolio 'yu ve Wulfgar 'ı.","['düşündüm,']",True,raw
aug_prop_2003,3,Genitive Drop,Hiç kimse kara tokmağın boynuna ilmik geçiremez  yabayı karnına saplayamazdı.,['Hiç kimse'],True,augmentation
aug_prop_19797,3,No Ellipsis,Bay Emrah onları dinledi ama ben hiddetlendim .,[],True,augmentation
aug_prop_9292,3,Genitive Drop,"Vazir akber yarın geliyor , teyzemse Cuma günü .",[],True,augmentation
aug_prop_24527,1,Genitive Drop,"Deniz gülmek istedi fakat gülümsemesi yarım kaldı , yaraları acıyordu .",,,augmentation
aug_prop_21396,1,Object Drop,"Serdar , gözyaşlarını tutabilmek için ısırdığı dudaklarını neredeyse kanatacaktı , ama sonunda o da dayanamadı .",,,augmentation
seed_465,3,Genitive Drop,"Her akşam şarkılarını söylerdi, dinleyicisi de çoktu.",[],True,gold
aug_prop_21182,5,Object CP Drop,"Biz O'nun kim olduğunu bilmiyoruz , Mine Tuba de artık bilmiyor .","[""O'nun kim olduğunu""]",True,augmentation
dkm_0_37247,1,Genitive Drop,"Tövbemin, sabrımın düşmanı, bugün ansızın yolda rastladı bana, padişahlar gibi iltifatlar etti bana.",,,raw
sim_v0_28085,3,No Ellipsis,İkinci âşık daha önce tapşıramaz.,[],True,raw
seed_582,1,NP Drop,Banyolu oda kalmayınca kat banyosu olana mecbur kaldı.,,,gold
aug_prop_211,5,Subject Drop,Gunder başını salladı ve bedelini ödedi.,['Gunder'],True,augmentation
aug_prop_21555,1,Gapping,"Daniel sekiz bir yıl önce boşanmış , ben yedi on yıl .",,,augmentation
sim_v0_21038,4,Subject Drop,Şimdiye kadar hiç birşeye kızmadım.,[],True,raw
aug_prop_21545,6,Genitive Drop,Belma koluna yapıştı .,[],True,augmentation
sim_v0_19948,3,Genitive Drop,Arkadaşlarının ölüm kalım savaşını izliyorlardı.,[],True,raw
sim_v0_938,5,Object Drop,İsteksizce eve girdi ve okumaya başladı.,[],True,raw
sim_v0_24083,5,Genitive Drop,"Thomas, kendisini neyle suçladıklarını söyledi.",[],True,raw
sim_v0_296,5,Argument Drop,Sakıngan gözlerle bakıştılar ama denileni yaptılar.,[],True,raw
ybymk_0_2456,1,Subject Drop,"Hayatımda hiç doktora gitmedim, sadece çocukluğumda.",,,raw
aug_prop_25270,5,Genitive Drop,Cem dizginleri bıraktı ve kılıcını çekti .,['Cem'],True,augmentation
cksk_0_16485,1,Object Drop,"Roland da, Eddie de böyle bir şeye hazırlıklı olması gerektiğini söylemiş ama o inanmamıştı.",,,raw
aug_prop_25731,1,Genitive Drop,"Nevroz yeniden ipi tutmayı denedi , fakat şiş parmakları zonkluyor ve bir işe de yaramıyordu .",,,augmentation
tvaps_0_10536,1,Pronominal Strategy,"""Mayınlar iki tanesini öldürdü; ama gerisi de gelecek Borov.",,,raw
seed_2097,1,Ki Expression,Jale üniversitedekilerle artık görüşmüyor.,[],True,gold
aug_prop_24513,5,Genitive Drop,Hülya gözde elini uzattı ve Veysel sıktı .,['Hülya gözde'],True,augmentation
seed_1791,1,NP Drop,Alışveriş merkezinin arkasında olanı mı diyorsun?,[],True,gold
aug_prop_5227,5,Genitive Drop,patlayacak gibi ağrıyordu. Başı patlayacakmış gibi ağrıyordu.,[],True,augmentation
aug_prop_21713,1,NP Drop,Patates li börek bitince Hilal da ıspanaklı yemek zorunda kaldı .,,,augmentation
aug_prop_14160,1,Object Drop,"Şafağın sökmesi dünyayı şenlendirdi , ama Rabia Serkan üzdü ; çünkü eşeği yok tu .",,,augmentation
sim_v0_24143,5,Genitive Drop,"Nils ona kaz sırtında gördüklerini anlatınca, kadın da kitabında bunları anlatmaya karar verdi.",['kadın'],True,raw
zmhgw_0_379,1,Subject Drop,"Bir süre durup onu seyrettim —yarım dakika belki, belki de yarım saat.",,,raw
yerj_0_5225,1,Subject Drop,"Değnek kemik ya da fildişi olabilirdi, ama ikisi de değildi.",,,raw
sluice_2531,3,Subject Drop,Graziani `` 10 dolardan azdı `` dedi `` ama ne olduğunu açıklayamam çünkü IRS devreye girecek . '',[],True,gold
hmu_0_2458,1,Genitive Drop,"Cemaline gül dolacaktır, biriktirdiğin onca hikâyeye.",,,raw
aki_0_3346,1,Object Drop,"Brodsky birkaç cümle söylemek istiyor galiba, ama doğrusu –ha ha!– biz vazgeçirmeye çalışıyoruz.",,,raw
aug_prop_5977,1,Genitive Drop,"Son iki ay dır Ömer sürdürdüğüm çalışmalar sonucu ellerim güçlenip sertleşmişti , ama farklı açılardan .",,,augmentation
aug_prop_19381,5,Genitive Drop,Ersin damarlarında hükümdar kanı taşır .,['Ersin'],True,augmentation
aug_prop_7388,3,Subject Drop,Belki de seninle tanışmadan önce kanun dışı üç kürtaj yaptırmam gerekiyordu .,[],True,augmentation
sim_v0_22269,3,Genitive Drop,Dudaklarında güller tomurcuklanmıştı.,[],True,raw
bohl_0_93,1,Object Drop,Ben onu hiç özlemedim ama sanırım Jem özlerdi.,,,raw
aug_prop_6672,3,Genitive Drop,Berna tuhaf çocuktu ama talebi zararsızdı .,['Berna'],True,augmentation
sluice_979,3,Subject Drop,"Kallstrom, “Orada çok fazla ceset olduğundan eminiz, ancak şu anda kaç tane olduğunu bilmiyoruz” dedi.",[],True,gold
aug_prop_16365,6,Object Drop,Mustafa elini uzattı ve Nurcan sıktı .,['elini'],True,augmentation
aug_prop_7153,3,Subject Drop,"Madam Abdullah daha az yiyordu , bu ona da iyi geliyordu , bize de .",['bu'],True,augmentation
aug_prop_11409,5,Subject Drop,Funda başını kaldırdı ve ayağa fırladı .,['Funda'],True,augmentation
ysong_0_3502,1,Subject Drop,"Bana odaklandı Yüzüme değil, göğsüme.",,,raw
eykoke_0_3951,6,Stripping,"O yüzden babasına bakmıştı ölene kadar, bir iki yıl.",['babasına bakmıştı'],True,raw
cbvoop_0_10798,1,Genitive Drop,"Muhtar Bey onu azarlamaya gidecekmiş, ama kızı ile Refet Bey engellemişler.",['Muhtar Bey'],True,raw
sim_v0_17362,5,Subject Drop,Ayaklarımız pes edinceye dek yürüdük.,[],True,raw
aug_prop_17377,1,Pronominal Strategy,""" Sen benim Şenay evlenmekle hata ettiğimi düşünüyorsun tabii ama ben öyle bakmıyorum .",,,augmentation
sd2ns_0_4510,1,Subject Drop,"İçerde neler var neler, girmeden anlayamazsınız ki.'",,,raw
sluice_259,5,Genitive Drop,nedenini anlayabiliyorum.,[],True,gold
aug_prop_16930,5,Stripping,"Osman bir tahtanın üzerine tırmanıyor , sonra bir başka tahtaya .",['tırmanıyor'],True,augmentation
sim_v0_19168,3,Object Drop,Bobby başıyla evetledi.,[],True,raw
aug_prop_3270,3,Genitive Drop,Çok sevdiğini söylediğin Sait gibi meyhanelerde gösteriş yapıp hava atmadım.,[],True,augmentation
aug_prop_1573,5,Subject Drop,Karışık bir yola girdi ve yandan sekti.,[],True,augmentation
