candidate_id,annotator_id,elliptical_type,candidate_text,span,sentence_quality
aug_prop_14011,0001,Object Drop,Normal yayınevleri kitapları kitapçılara gönderir ; oysa Eren yalnızca yazarlara gönderiyor .,,
aug_prop_1306,005,Subject Drop,Derin bir nefes alıp gözlerimi kapattım.,[],True
sim_v0_15809,005,Genitive Drop,"Yöntemleri son derece ilginç, ben okudukça şaşırıyorum.",[],True
aug_prop_6783,006,Genitive Drop,İlker bunu öğrenmesine izin verme .,[],True
seed_2651,001,Fragment,Aldığı kil kupada.,[],True
aug_prop_17751,0001,Gapping,"Stalin mahkemelerinin yargıçları da işçi ydi , Karaormanlar’da kesilen on komünistin cellatları da !",,
sim_v0_18255,005,Subject Drop,Sadece zihninin sana hükmetmesine izin verme.,['sana'],True
aug_prop_5172,005,Genitive Drop,Kalbim patlayacak gibiydi.,[],True
aug_prop_5462,003,Subject Drop,Virgil yedi saat tir testlerimizi yanıtlıyordu ve artık yorulmaya başlamıştı .,['Virgil'],True
sim_v0_7125,003,Genitive Drop,Eliyle arabanın camını sildi ve içeri baktı.,[],True
aug_prop_7157,003,Genitive Drop,Kübra dizginleri çekti ve atından indi .,['Kübra'],True
zkmi_0_1320,0001,Subject Drop,"İştahsız yaktım kazanın altını, iştahsız üfledim şiş şiş gözlerimle ateşi.",,
aug_prop_15328,005,Argument Drop,"Elif ceren Fuat henüz evet dememişti , ama hayır da demiyordu ; cevabını ertelemişti yalnızca .",[],True
aug_prop_11647,003,Object Drop,Burak Baver diyaloglara sokup başka önem li bir temayı karşımıza çıkartır : Edebiyat sanatını .,[],True
djbp_1_11013,001,Argument Drop,Terzi kadının “İspanyol romanları” benzetmesi güçlü bir çağrışım yapmıştı ama kimdi-neydi çıkartamıyordu bir türlü.,[],True
seed_2151,003,NP Drop,Şu sitedekileri izlediniz mi siz?,[],True
aug_prop_16139,005,Object Drop,Adnan ağzını açtı ama konuşmadan kapattı .,['ağzını'],True
sim_v0_7394,005,NP Drop,Ok arkadaşının vücuduna saplandı ve zavallı öldü.,[],True
aug_prop_518,005,Genitive Drop,Carline öfkeyle kızardı ve gözleri büyüdü.,['Carline'],True
sim_v0_19796,006,Genitive Drop,Barut kokusu burun deliğimizi kırdı.,[],True
aug_prop_11312,005,Subject Drop,"Bu hedef doğrultusunda olmak üzere , açılan tartışmada Bayram tarafını tuttum .",[],True
sim_v0_17041,005,Genitive Drop,"Şvayk bazen sessiz sakin, yüzü yerde dolaşır durur, etliye sütlüye karışmaz.",['Şvayk'],True
seed_1670,001,NP Drop,Kalın yapraklı defterler ince olanlardan daha kalitelidir.,[],True
aug_prop_3463,005,Genitive Drop,Teni esmer  saçları ve kaşları siyahtı.,[],True
sim_v0_4061,005,Subject Drop,Jonathan başını salladı ve yanından geçti.,[],True
aug_prop_24891,003,Genitive Drop,Mehmet çenesini kaldırdı ve cevap verdi .,['Mehmet'],True
sim_v0_3141,003,Subject Drop,"Başkan, boğazını temizledi ve sessizliği sağladı.","['Başkan,']",True
seed_343,0001,Argument Drop,Şimdi ofise sefer tası getirmeye başlamış ama önceleri yemek getirmezdi.,,
aug_prop_14871,001,Genitive Drop,Avukat Murat kaşlarını çatarak içini çekti .,['Avukat Murat'],True
seed_1529,003,Object Drop,O bizim patronumuz ve uymak zorundayız.,[],True
aug_prop_2804,003,Subject Drop,Antika eşyalarla döşenmiş olmasına rağmen  yine de içinde oturulduğu izlenimini veriyordu.,[],True
aug_prop_8420,003,Subject Drop,"Bu sırada kulağıma çarpan bir haberden , Rahime gemisinin battığını öğrendim .",[],True
seed_1470,003,Genitive Drop,Doktor yeğenini görmek istedi ama annesi onaylamadı.,[],True
sluice_3666,003,Genitive Drop,Ne kadar verimsiz olduğu belirsizliğini koruyor.,[],True
seed_1867,003,NP Drop,Halıdakileri temizleyebildin mi?,[],True
aug_prop_16011,003,Object Drop,Elzem Nevroz biliyor ve göz yumuyor .,[],True
sluice_1649,004,Subject Drop,`` Ama nedenini bilmek için çok erken olduğunu düşünüyorum .,[],True
aug_prop_17525,003,Object Drop,Muhammet tayyip silahı aldı ve göğsüne bastırdı .,['silahı'],True
siaa_0_4540,0001,Object Drop,"Necip’le Hakan alışkındılar, ama Ekrem bir türlü alışamıyordu.",,
sim_v0_8071,003,Genitive Drop,"Vader, Luke’un yüzünün gerildiğini gördü ama yüzünü İmparator’a dönmemişti.",['Luke’un'],True
aug_prop_2528,003,Subject Drop,Son zamanlarda ciddi bir nöbet geçirene kadar kendi hücresine kapatılmıştı.,[],True
sim_v0_8192,005,Genitive Drop,"Thomas, “hayır” anlamında başını salladı, “Maske takıyordu.”","['Thomas,']",True
aug_prop_4562,005,VP Ellipsis,o da senin. Onun sınırlarını zorluyorsun ve o senin.,['sınırlarını zorluyorsun'],True
aug_prop_2323,005,Genitive Drop,İbn Abdülhakim  İmam Şafii'nin kitaplarını yazdı ve oğlu Muhammed'i onun derslerine gönderdi.,['İbn Abdülhakim'],True
aug_prop_21173,003,Genitive Drop,"Dilek de saray’da kendine yer bulamamış , bu da yalanlanamaz .",['Dilek'],True
aug_prop_11756,0001,Genitive Drop,"Taner onun yüzünde ki ifadeyi merak etti , ama başı eğik olduğu için göremedi .",,
aug_prop_20315,0001,Ki Expression,"Ufak tefek , Elif benzer , yanık yüzlü bir adamdı ve soluğu bir çocuğun ki gibi kokuyordu .",,
sim_v0_7660,005,Genitive Drop,"Arkasından Bahar'ın seslendiğini duydu, dönüp bakmadı.",[],True
sim_v0_14174,003,Subject Drop,Bağırmamak için dudağını ısırırken sağlam eliyle karları yine naylonun üstüne attı.,[],True
aug_prop_5318,003,Genitive Drop,Tuba ona enstrümanını almasını hatırlattı ama Efruz reddetti .,['Efruz'],True
aug_prop_19604,0001,Object Drop,Garson yine kahve getirdi ama Feray istemedi .,,
gkshsamk_0_3797,0001,Genitive Drop,Maestro güçlükle sıyrıldı hançerden ama hançerin ucu sol bileğini sıyırıp geçti.,,
seed_439,003,Object Drop,Bu konuyu anlamadıysan anlatabilirim.,"[{'value': [{'start': 17, 'end': 19, 'tag': 'ANTECEDENT'}, {'start': 0, 'end': 2, 'tokens': ['Bu', 'konuyu'], 'tag': 'ANTECEDENT'}], 'tag': 'ANTECEDENT'}]",True
aks3ikras_0_3368,0001,Object Drop,"“Risk almamalıyız,” dedi Regis ama hiç kimse dinlemiyordu.",,
aug_prop_21467,003,Genitive Drop,Ramazan gözlerini kıstı ve konsantrasyonunu arttırdı .,['Ramazan'],True
sim_v0_21860,005,Subject Drop,"Verandaya gelince durdu, içeri baktı.",[],True
aug_prop_2163,005,No Ellipsis," kapı çarpılarak kapandı. Kadının ""au revoir"" diye bağırdığını duydu ve kapı çarparak kapandı.",[],True
sim_v0_14386,005,Genitive Drop,"Başıboş kalan kalın bacaklı atı, çalıların arasında koşarak kayboldu.",[],True
sim_v0_2797,0001,Genitive Drop,"Anna cevap vermeyince, sabrım taşıyor.",,
aug_prop_11780,005,Object Drop,Sena telefonu açtı ve hoparlöre aldı .,[],True
aug_prop_11958,003,VP Ellipsis,"Şerife ok yediği bacağının , Eda ise kırık kolunun iyileşmesini bekliyordu .",['iyileşmesini bekliyordu'],True
sim_v0_3581,005,Subject Drop,"Kredi kartıyla ödeme yaptım, sistemleri bilgisayarlı.",[],True
sim_v0_2596,0001,Object Drop,"Su insanı boğar, ateş yakarmış!",,
sim_v0_3759,003,Genitive Drop,"Sonra, kutuyu açtı ve yemeğini yedi.",[],True
aug_prop_11594,005,Gapping,"Dilek soruna kendi çözümünü getirmişti , Emine da kendinin kini .",['getirmişti'],True
sim_v0_15881,005,Subject Drop,"Ralph, başını çevirdi; elinde olmadan gülümsedi.","['Ralph,']",True
gvgfeg_0_3180,0001,Genitive Drop,"Bu kahramanlık beni bitap düşürdü, kaslarım tutuldu, sesim kısıldı ama şimdiden özledim o günleri.",,
sluice_2385,003,Subject Drop,"Ray ekledi: ""Nasıl olduğunu öğrenmek istiyorsanız, Car Talk'a 1 dolar gönderin. '",[],True
aug_prop_6508,003,Genitive Drop,Yıl so­nun­da Mehmet mu­zaf­fer bir şe­kil­de pa­yi­tah­tı Ümit ­kant’a ge­ri dön­dü .,['Mehmet mu\xadzaf\xadfer'],True
aug_prop_11966,006,Argument Drop,"Emced bir sigara tuttu , fakat Murat almadı .",['Murat'],True
lgtpm_0_4027,006,Subject Drop,"Gözenekleri açık, iri, etli burnu iğrendirdi Gregorius’u, kabalığın bir uzantısı gibi geldi.","['Gözenekleri açık, iri, etli burnu']",True
agnk_0_8053,0001,Subject Drop,"Ne yapacaktı bunca kişiyi, nereye götürebilirdi, nasıl besleyebilirdi?",,
aug_prop_18412,005,Genitive Drop,Yildiray omuzlarını silkti ve kollarını kavuşturdu .,['Yildiray'],True
sim_v0_16702,003,Genitive Drop,Ulath kocaman elini uzattı.,['Ulath'],True
sim_v0_21813,005,Genitive Drop,"İmparator'dan ordu istemek, hesabımıza gelmez.",[],True
seed_593,0001,NP Drop,İstediği okulu kazanamayınca şehirdışındakine gitti.,,
sim_v0_19827,005,Genitive Drop,Viyanalı arkadaşım bunların olacağını bilmişti.,[],True
sluice_3686,003,Subject Drop,"`` Şimdi soru şu : Kaç kişi çığlık atacak , ne kadar yüksek sesle ve başka ne yapacaklar ? ''",[],True
aug_prop_25593,005,Subject Drop,Mehmet Savaşı’ndan sonra Sahil Güvenlik’ten terhis olunca tayfa arkadaşlarıyla bahse girdi .,[],True
sim_v0_17739,003,Genitive Drop,Annem tekrar bana doğru döndü.,[],True
aug_prop_2571,006,Genitive Drop,Öksürme dürtüsüne kontrolsüz bir şekilde direnerek suyun altına daldı.,[],True
sim_v0_25524,003,No Ellipsis,Bunun en canlı misali ortadadır,[],True
aug_prop_24324,003,Genitive Drop,Timuçin elini uzattı ve Mehmet sıktı .,['Timuçin'],True
dml_0_5606,001,Subject Drop,"Alnı boncuk boncuk terlemişti, yani ateşi en az bir kere düşmüştü ama hâlâ yanıyordu.",[],True
aug_prop_4070,005,NP Drop,[18] Alacağını bir yerden değil  yerden aldı.,[],True
sim_v0_22497,005,Genitive Drop,Çevresinde insanlar vardı.,[],True
kkbo_0_5201,001,Object Drop,"Kadı bir adım ilerledi, eli Ali Bey’in yakasına uzandı, ama tutmadan yanına düştü.",['Ali Bey’in yakasına'],True
aug_prop_8390,003,Genitive Drop,Yavuz selim ona enstrümanını almasını hatırlattı ama Aytaç reddetti .,['Aytaç'],True
aug_prop_16095,0001,Genitive Drop,İlk başta Gamze bunların minik ejderhalar olduğunu düşünmüştü ama yaklaştıkça nefesi kesildi .,,
aug_prop_3842,0001,NP Drop,Çelişkili açıklamasını ters çevirdi ve düzeltti.,,
aug_prop_10889,0001,Gapping,"Onlar katran ağacı dağını görüyor , tanrıların oturduğu yeri , Davut ( 52 ) yüksek tapınağını .",,
sim_v0_2646,0001,Subject Drop,Konuyu kapatacağını sanmıştım ama umduğum olmadı.,,
aug_prop_6029,003,Genitive Drop,"İrfan yildirim gelip bizi buldu , pardösümü almaya gitmiş .",[],True
aug_prop_25700,006,Genitive Drop,Yıl so­nun­da Gamze mu­zaf­fer bir şe­kil­de pa­yi­tah­tı Serpil ­kant’a ge­ri dön­dü .,['Gamze'],True
spum_0_2022,001,Genitive Drop,"Adı Aleder Birtek, ötekinin adını bilmiyorum, fakat gözüm bir yerden ısırıyor.",[],True
aug_prop_5756,005,Object Drop,"Açlığı , kanın garip tadını bastırdı ve Osman hevesle içti .",[],True
sim_v0_24187,005,Genitive Drop,"Homer gözlerini kapadığı anda etrafını çeviriyorlar, açınca da isteksizce dağılıyorlardı.",['Homer'],True
aug_prop_3563,005,No Ellipsis,Poirot sakin ama kararlı bir sesle onun sözünü kesti.,[],True
aug_prop_12824,003,Object Drop,Özden Selda baktı ; Tom aldırmadı .,[],True
sim_v0_4440,003,Object Drop,Strathmore karşı çıktı ama Susan kararlıydı.,[],True
aug_prop_11559,006,Genitive Drop,Kadir suçluluk duygusunu bastırdı ve Mesut döndü .,['Kadir'],True
sim_v0_18739,006,Genitive Drop,Sorunumuz Anacreonluların çekip gitmesiyle son bulmadı.,[],True
aug_prop_21002,0001,Object Drop,"Ondan sonra Hatice Dicle kendisini Şerife seçil çağırmış , fakat o gitmemiş .",,
sim_v0_15989,006,Gapping,"Stepan Arkadyeviç çarık giymiş, ayaklarını güzelce sarmıştı.",['sarmıştı.'],True
sluice_1323,003,Genitive Drop,Ve nedenini görmek kolaydır.,[],True
bgmnao_0_13547,001,No Ellipsis,"Bu haspaların ikisi de, sevdikleri şehzâdeleri kendilerine celp etmek için yapmadık şey, başvurmadık çâre bırakmamışlar.",[],True
sim_v0_23944,005,Genitive Drop,Madam Lucia Amory neden gitmemi istedi?,[],True
aug_prop_651,004,Subject Drop,Bu onu kısıtlıyor ve tırmanmaya devam ediyoruz.,[],True
seed_428,003,Genitive Drop,Giydiği elbise annemi hatırlatıyor.,[],True
aug_prop_6920,003,Genitive Drop,Aşkı Alper biraz ileride elbiseleri parçalanmış ve kanlar içinde yatıyordu .,[],True
aug_prop_16529,0001,Gapping,"Biri dört saatte bir acıkacak tır , diğeri sekiz saatte , bir başkası ise beş saatte .",,
sim_v0_18552,005,Subject Drop,Kendi hayatının dizginlerini kendin ele almalısın.,[],True
sim_v0_8156,005,Genitive Drop,“Bay Gregory’nin erkek kardeşi öldü ve cenazesi orada olacaktı.,['“Bay Gregory’nin erkek kardeşi'],True
aug_prop_23739,004,Subject Drop,"sekiz köyün aklı yetenine haber gönderecek , buraya çağıracaksın .",[],True
sim_v0_4373,005,Object Drop,O fark etmiyor ama ben duruyorum.,[],True
seed_1514,001,Object Drop,Saçlarını taradı ama toplamadı.,[],True
mmok_0_7417,0001,Gapping,"Deftere geçmemesi de önemli değildi, geçmesi de.",,
aug_prop_818,005,Object Drop,Zaev onu döndürdü ve kucaklayarak kaldırdı.,['onu'],True
sim_v0_15070,005,Subject Drop,Ekonomi Tataristan hem tarım hem de endüstri ülkesidir.,['Ekonomi Tataristan'],True
aug_prop_10053,0001,Object Drop,"Muhammet fatih Bey tanı yamıyordu , ama adam adını saygıyla söyleyerek eline uzanmıştı bile .",,
sim_v0_4517,0001,Genitive Drop,"Biraz uzak, ama havası temiz.",,
aug_prop_21955,005,Object Drop,"Mehtap Ana onun eline su dökecek oldu , Harun istemedi .",[],True
aug_prop_1414,005,Subject Drop,Küçük beyaz top kirliydi ama sağlamdı.,['Küçük beyaz top'],True
aug_prop_12766,003,Genitive Drop,Murat silahı aldı ve göğsüne bastırdı .,['Murat'],True
dkm_0_51511,0001,Subject Drop,"Araya ayrılık salmadan maksadın, düşmanımın sevinmesiyse adamakıllı sevindi düşmanım; gel artık.",,
aug_prop_10655,003,Argument Drop,"Mustafa , polis yoluyla bulmasını söyledi .",[],True
aug_prop_12139,005,Subject Drop,Ramazan burada olduğu için geldim .,[],True
aug_prop_25796,005,Genitive Drop,"Ömer faruk , Nuran Katı'nda ki odalarına ve motor odasına girmemi yasaklamıştı .",[],True
sim_v0_27902,005,No Ellipsis,İki adam hangarlara doğru yürüdüler.,[],True
aug_prop_15881,003,Subject Drop,Selma elini tuttu ve dudaklarına götürdü .,['Selma'],True
aug_prop_2581,003,Subject Drop,Boştaki eliyle masanın üzerindeki el ekranına uzandı ve internete bağlandı.,[],True
aug_prop_25694,003,No Ellipsis,Mustafa bundan emindi .,[],True
aug_prop_5889,001,Ki Expression,Nilay birinin günahları için öldü Ama benimkiler için değil .,['günahları'],True
sim_v0_16011,005,Genitive Drop,"Ben yolunu yolum yapmıştım, sen geçerken uğramıştın.",['Ben'],True
aug_prop_11008,003,Genitive Drop,"Osman Bayram cebini karıştırdı , çakmağını bulup yaktı .",['Osman Bayram'],True
aug_prop_1815,005,Subject Drop,Sıcak ülkelerin isimlerini bilmiyordum.,[],True
aug_prop_4755,003,No Ellipsis,Birisi Büyük Sıçrayış yapmıştı.,[],True
gscnk_0_4518,001,Gapping,"Mermerin ardından bir inilti duydu birden, derken boğuk bir ağlama sesi.",['duydu'],True
seed_606,003,Genitive Drop,İkinci rafta istediğin kitaplar var ama üçüncüye de bir bakabilirsin.,[],True
sim_v0_7563,003,Genitive Drop,"Yaşlı bir adam gördüm, saçları boyalı.",['adam'],True
sim_v0_7003,003,Subject Drop,İri bir yudum aldı ve bana baktı.,[],True
seed_411,0001,Argument Drop,Köyü çok özlediği için geri dönecek.,,
sim_v0_8296,003,No Ellipsis,Diğeri ise ölüm çarkına yakalanmıştı ve kemik sesleri duyulmaya başlamıştı.,[],True
aug_prop_16018,004,No Ellipsis,Duçem kuruluşların nasıl gittiğini sordu .,[],True
sluice_2650,003,Genitive Drop,"`` bir sürü '' tartışma istediğini söyledi , ancak kaç tane olduğunu belirtmedi .",[],True
mimnh_0_4191,005,Genitive Drop,Kendi seçti soyadını «Asrî» diye.,['Kendi'],True
aug_prop_15172,006,Genitive Drop,"Peygamberimiz Mehmet , sorusunu tekrarladı .",['Peygamberimiz Mehmet'],True
seed_1527,003,Subject Drop,Sabah 8'de ulaşmışlar.,[],True
aug_prop_31,005,Genitive Drop,Kız kollarının arasında eridi ve yeniden seviştiler.,[],True
sim_v0_16158,003,Subject Drop,"Yerler vıcık vıcık çamurdu, yürürken kaymamaya çalışıyorlardı.",[],True
sluice_1218,003,Genitive Drop,Aldıktan sonra alıyorsun ve nedenini bilmiyorsun.,['Aldıktan sonra alıyorsun'],True
aug_prop_15930,001,Genitive Drop,Seda gözlerini açtı ve büyü bozuldu .,['Seda'],True
sim_v0_4517,003,Subject Drop,"Biraz uzak, ama havası temiz.",[],True
seed_2763,003,Genitive Drop,Yüzünü yıkadıktan sonra.,[],True
seed_524,0001,NP Drop,Yöresel lezzetler hep yenilerle değişmiş.,,
sim_v0_4912,0001,Gapping,"öfke geçiciydi, taht kalıcı.",,
aug_prop_22846,006,Subject Drop,Fatih rifat Dilber adamın harbilerle dövülmesini emretmiş ve konağın içinde dövmüşlerdi adamı .,[],True
seed_1543,003,Subject Drop,Birçok görüşme yapmıştı ama özellikle polisle olanları anlattı.,[],True
aug_prop_8737,003,Subject Drop,Bütün Ömer dedikodusunu bilir ve anlatır .,[],True
dkm_0_25700,001,Genitive Drop,"Elini uzat, devşir eteğini; bu yaranın melhemi, ancak bu yaradır.",[],True
sluice_1850,003,Genitive Drop,Mavi bir hapishane kıyafeti giyerek “Nedenini bilmek istiyorum” dedi.,[],True
aug_prop_23351,0001,Genitive Drop,"Mahmut esat yeniden ipi tutmayı denedi , fakat şiş parmakları zonkluyor ve bir işe de yaramıyordu .",,
aug_prop_3076,005,Subject Drop,Kocası konağın kiralık olduğunu söyleyince kadın kiracıların kim olduğunu biliyordu.,[],True
aug_prop_3255,003,Genitive Drop,Simsiyah bir İnfaz helikopteri  önümüzdeki ofis binalarının arkasından yükseldi.,[],True
seed_605,0001,NP Drop,Sınav kolaydı ama yarınki daha zor olacak.,,
aug_prop_23663,0001,Genitive Drop,"Bu Prenses boş yere Şeyma sevmiş , zevcesi olmuş ama eşi olamamıştı .",,
aug_prop_5299,001,Genitive Drop,Nur yüzünüze bakıyor ve dimdik duruyordu .,[],True
aug_prop_7907,003,Genitive Drop,Yilmaz annesine şaşılacak kadar yakındı .,['Yilmaz'],True
aug_prop_6694,0001,Genitive Drop,Birden Serhat anladı yaşayacağını ; yarası acıyordu ama aklı başında ydı .,,
sim_v0_14004,005,Subject Drop,Yelkenli açık denizdeyken kafamı kurcalayan soruların ilk cevabını bulacağım.,[],True
aug_prop_21016,005,Genitive Drop,"Halil ibrahim bütün soğukkanlılığını kaybetmiş , yüzü kıpkırmızı kesilmişti .",['Halil ibrahim'],True
sim_v0_19215,004,Subject Drop,Yağmur sularıyla sulandılar.,[],True
sim_v0_8550,005,No Ellipsis,Diğerleri cephenin sol kanadında yerlerini aldılar.,[],True
aug_prop_9910,003,Genitive Drop,bir şey kaybetmişti ve bulması gerekiyordu .,[],True
aug_prop_14570,0001,Ki Expression,"Gözlerinde bir anlayış ışığı var dı , ama yüzü Mete ki kadar sertti .",,
aug_prop_25292,003,Genitive Drop,Eftal murat sertçe yutkundu ve yüzü kızardı .,['Eftal murat'],True
aug_prop_8445,001,Subject Drop,Ömer faruk elini verdi ve merdivenleri indi .,['Ömer faruk'],True
seed_1063,0001,Genitive Drop,Sinem çantasını almayacakmış.,,
bhh_0_3015,0001,Subject Drop,"Araba sert bir fren yaptı, şahlanıp havaya kalktı burnu, ama sonra sapasağlam durdu.",,
aug_prop_3551,003,Subject Drop,Osmanlı İmparatorluğu'nun ilk göçebe gelenek ve göreneklerinin Rönesansı gibidir.,[],True
aug_prop_13759,0001,Genitive Drop,Hiçbiri Filiz ve arkadaşlarına özel bir ilgi göstermedi ama gözleri meşguldü .,,
aug_prop_5525,005,Object Drop,Burak yardıma çağırdı ; Peçenekler geldi ; Macarları yendiler .,['Peçenekler'],True
aug_prop_5426,001,Genitive Drop,Mustafa geleceğini umuyordu fakat umduğu olmadı .,['Mustafa'],True
lgtpm_0_8429,001,Genitive Drop,"Yarın sabah erkenden, on sekiz saat sonra Cenevre’de olacaktı, üç saat sonra da evinde.",[],True
ocdl_0_5307,0001,Object Drop,"Brett ısrarla işi kendisinin yaptığını söylemiş, ama adamlar bir türlü inanmamışlar.",,
aug_prop_25310,005,Genitive Drop,Annesi elini uzattı ama Suna erişemiyordu .,[],True
sim_v0_21378,003,Genitive Drop,Oraya varması epeyce zaman isterdi.,[],True
aug_prop_20396,005,Subject Drop,Bedriye müge omuzlarını silkti ve sesini çıkarmadı .,['Bedriye müge'],True
aug_prop_5628,003,No Ellipsis,Adem bunun tehlikeleri konusunda beni uyarmıştı .,[],True
aug_prop_19490,004,No Ellipsis,İlknur her taş atışında gökyüzünü inceledi .,[],True
sim_v0_8037,006,Genitive Drop,Hırsız bu sefer yere sertçe çöktü ve omurgası taşlara çarptı.,['Hırsız'],True
aug_prop_21793,0001,Object Drop,Onu ben bulamadım ama Kamil bulmuş .,,
aug_prop_10024,0001,Genitive Drop,"Füsun ve Şükrü aynı şeyi yaptılar , ama birisi felsefeci biri değil .",,
sim_v0_321,0001,Genitive Drop,Başım biraz yorgun ve içim titriyor.,,
aug_prop_16589,0001,Genitive Drop,"Ali ozan nazikçe çeneme dokundu , sonra da kaşımın ucuna .",,
aug_prop_7296,000,Object Drop,"Mustafa Özge vasıtası ile bizimle birlikte ihtilâl hareketi yapmayı teklif ettiler , ama ben reddettim .",[],True
aug_prop_5938,0001,Gapping,"Bu kıbleye karşı yoksul kesilenin gözünde Emre de yoksul dur , padişah da .",,
sluice_1532,003,Subject Drop,Tam olarak ne kadar süreceğini söyleyemese de birkaç yıl daha kalmayı planlıyor .,[],True
sim_v0_21717,003,Genitive Drop,"Orada tanıdıklarım var, Hansa yurttaşları.",[],True
aug_prop_19029,003,Subject Drop,"Sema bir şeyler söyledi ama Büşra anlamamıştı , başını salladı .",['Büşra'],True
aug_prop_592,005,Subject Drop,Robot selam verdi ve hareket etmedi.,['Robot'],True
seed_2322,001,Gapping,"Benim halam her akşam haberleri izler, amcamsa dizileri.",[],True
aug_prop_15528,003,Subject Drop,"Ocakta araba kiralarken pasaportunu vermiş , Harun Gökhan da fotokopisini çıkartmıştı .",[],True
sim_v0_22155,005,Genitive Drop,"Birazdan idmanım var, kusura bakma.",[],True
aug_prop_3096,003,Subject Drop,Gözlerinde güçten başka bir şey görmeyen bir manyak olmalıyım.,[],True
aug_prop_2886,005,Genitive Drop,Pervazdaki kuş kakası dışında hiçbir şey dikkatimi çekmedi.,[],True
aug_prop_2259,005,Genitive Drop,Halleck yüzünü kendi yansımasından uzaklaştırdı ve Tuek'e baktı.,['Halleck'],True
sim_v0_22972,005,Genitive Drop,"Her biri bir kısmını yazsın.""",[],True
aysc_0_6476,0001,Subject Drop,Tulumumun incecik mavi kumaşı deniz suyunu kolayca buharlaştırıyordu ama kumaş terden üstüme yapışmaya başlamıştı bile.,,
sko_0_8303,001,Subject Drop,"Işıktan da girebilirsin, karanlıktan da.",[],True
sim_v0_14626,005,Subject Drop,Buna karşılık 1 Nisan için görkemli bir kantat siparişi verdim.,[],True
aug_prop_13830,005,Genitive Drop,Tuğba işim bitsin .,[],True
sim_v0_3545,005,Subject Drop,Gitmek için arkamı dönüyorum ve Emmy konuşuyor.,[],True
aug_prop_21718,0001,Gapping,Kâğıdın üstünde yedi isim yazılı ydı ; en üstte Tom Carter'ın ismi .,,
m2dg_0_2329,001,Genitive Drop,"Ültimatom vereceği kimse yoktu, savaşabileceği kimse de.",[],True
aug_prop_3288,003,Subject Drop,Elini sıkarak avlu kapısından evin yan tarafına geçmeyi düşündü.,[],True
aug_prop_13576,0001,Genitive Drop,"Betül emine , onu tekmeledi , ama darbeleri etkili olmadı .",,
aug_prop_2658,003,Subject Drop,Aklıma gelen soruların ilk cevabını yelkenli açık denizdeyken bulacağım.,[],True
sim_v0_18655,005,Subject Drop,Şimdi de parasının üzerinde nöbet tutuyor.,[],True
aug_prop_3119,005,Genitive Drop,Ay ışığında nehrin gizemli parıltısıyla beyninde net bir yol açıldı.,[],True
aug_prop_3595,003,Subject Drop,Kendisini tanımıyorum ama sesi tanıdık geliyordu.,[],True
aug_prop_7869,003,Subject Drop,Virgil on saat tir testlerimizi yanıtlıyordu ve artık yorulmaya başlamıştı .,['Virgil'],True
seed_2226,001,Gapping,İşçinin ne sabah vakti olur ne akşam.,[],True
saegco_0_4169,003,Genitive Drop,"O konuşmuyordu, nilüfere bakıyordu...sanki tüm etrafındakileri unutmuş gibiydi.",['O'],True
vtws_0_1195,0001,Subject Drop,O çaylak kabadayıların adi numaralarından Binlercesi var aklımda; hepsini de uygulayabilirim.,,
sim_v0_19368,005,Genitive Drop,Planım işe yaradı!,[],True
seed_1583,003,Object Drop,Onlar yeşil koltuğu satıp sarı aldılar.,['koltuğu'],True
aug_prop_14029,0001,Gapping,"Fadil ne basamaklarda görünüyordu , ne de yolun herhangi bir yerinde .",,
sim_v0_3813,0001,Subject Drop,Derin bir nefes aldı ve kaçışma başladı.,,
aug_prop_8991,003,Subject Drop,"Bir Tuba bulur , oraya göndeririz .",[],True
aug_prop_16319,0001,Object Drop,"Ben Hayrunnisa vermek istedim , ama onlar razı değillerdi , ben yine verdim .",,
aug_prop_25335,0001,Object Drop,"Geldi adam , diyalog kurmak istedi ama Sema yanaşmadı .",,
aug_prop_25561,005,No Ellipsis,Mehmet Şeyhi asker huzurunda Fatma ece övdü .,[],True
aug_prop_19671,003,Genitive Drop,"Emiş oracığa diz çöktü , ağzı açık kalmıştı .",['Emiş'],True
aug_prop_13560,003,Object Drop,"Bazıları beni Özlem diye çağırır , bazıları da Muhammed mucahid diye .",['beni'],True
aug_prop_15602,005,Subject Drop,"Mert uykusunda kımıldadı , düş görüyor , sayıklıyordu .",['Mert'],True
ecc_0_1159,001,Object CP Drop,"Steiger bir sigara tuttu, fakat Pitt almadı.","['Steiger bir sigara tuttu,']",True
seed_1268,0001,Subject Drop,"Önüne bakarak yürü, düşeceksin.",,
cdahr_0_2437,0001,Genitive Drop,"Çığlık atmak geldi içimden, fakat sesim çıkmadı.",,
aug_prop_14276,0001,Object Drop,"Kadın , hiç olmazsa gerçek Taylan uğur Parşömeni'ni bulamamıştı , fakat sürekli gözlem altında tutulması gerekiyordu .",,
bbcbb_0_318,0001,Subject Drop,Biz seninle kendimizi hep ikili gibi hissederdik ama Fikret’siz de yapamazdık.,,
aug_prop_17175,0001,Genitive Drop,Görüş alanıma evlerden dört açılan bir merdiven girdi ama bu ev bizim ki değildi .,,
rhhp_0_3956,0001,Subject Drop,"Senin gibi pek çoğunun boyunun ölçüsünü aldım ben, ama şu getirdiğin biranın hatırına sana dokunmuyorum bilesin.",,
